countrycode,country,city,year,subject,value,unit
SVN,Slovenia,Ljubljana,2012,GDP (millions US$),"21,567.40",US Dollar
SVN,Slovenia,Ljubljana,2012,GDP of the metropolitan area as a share of national value (%),38.99,Percentage
SVN,Slovenia,Ljubljana,2012,GDP per capita (US$),"37,419.36",US Dollar
SVN,Slovenia,Ljubljana,2012,Metropolitan land share of national value (%),15.62,Percentage
SVN,Slovenia,Ljubljana,2012,Population of the city area (persons),"278,705.00",Persons
SVN,Slovenia,Ljubljana,2012,Green area per million people (square meters per million person),937.78,Ratio
SVN,Slovenia,Ljubljana,2012,Population density of the city area (persons per km2),"1,013.40",Ratio
SVN,Slovenia,Ljubljana,2012,Total land area of the city (km2),275.02,Square kilometres
SVN,Slovenia,Ljubljana,2013,Total population of the metropolitan area (persons),"581,083.00",Persons
SVN,Slovenia,Ljubljana,2013,Population density (persons per km2),184.76,Ratio
SVN,Slovenia,Ljubljana,2013,Total land area (km2),"3,145.03",Square kilometres
SVN,Slovenia,Ljubljana,2013,GDP (millions US$),"21,448.69",US Dollar
SVN,Slovenia,Ljubljana,2013,GDP of the metropolitan area as a share of national value (%),39.17,Percentage
SVN,Slovenia,Ljubljana,2013,GDP per capita (US$),"36,911.57",US Dollar
SVN,Slovenia,Ljubljana,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,16.6,Micrograms per cubic metre
SVN,Slovenia,Ljubljana,2013,Metropolitan land share of national value (%),15.62,Percentage
SVN,Slovenia,Ljubljana,2013,Population of the city area (persons),"280,021.00",Persons
SVN,Slovenia,Ljubljana,2013,Green area per million people (square meters per million person),930.18,Ratio
SVN,Slovenia,Ljubljana,2013,Population density of the city area (persons per km2),"1,018.18",Ratio
SVN,Slovenia,Ljubljana,2013,Total land area of the city (km2),275.02,Square kilometres
SVN,Slovenia,Ljubljana,2014,Total population of the metropolitan area (persons),"585,850.00",Persons
SVN,Slovenia,Ljubljana,2014,Population density (persons per km2),186.28,Ratio
SVN,Slovenia,Ljubljana,2014,Total land area (km2),"3,145.03",Square kilometres
SVN,Slovenia,Ljubljana,2014,Metropolitan land share of national value (%),15.62,Percentage
SVN,Slovenia,Ljubljana,2014,Population of the city area (persons),"281,343.00",Persons
SVN,Slovenia,Ljubljana,2014,Green area per million people (square meters per million person),922.61,Ratio
SVN,Slovenia,Ljubljana,2014,Population density of the city area (persons per km2),"1,022.99",Ratio
SVN,Slovenia,Ljubljana,2014,Total land area of the city (km2),275.02,Square kilometres
GBR,United Kingdom,London,2008,Total population of the metropolitan area (persons),"11,509,970.00",Persons
GBR,United Kingdom,London,2008,Population density (persons per km2),"1,663.08",Ratio
GBR,United Kingdom,London,2008,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2008,GDP (millions US$),"627,563.97",US Dollar
GBR,United Kingdom,London,2008,GDP of the metropolitan area as a share of national value (%),27.14,Percentage
GBR,United Kingdom,London,2008,GDP per capita (US$),"54,523.51",US Dollar
GBR,United Kingdom,London,2008,CO2 emissions per capita  (tonnes per inhabitant),7.87,Tonnes
GBR,United Kingdom,London,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,11.5,Micrograms per cubic metre
GBR,United Kingdom,London,2008,Employment (persons),"5,584,080.00",Persons
GBR,United Kingdom,London,2008,Employment of the metropolitan area as a share of national value (%),18.92,Percentage
GBR,United Kingdom,London,2008,Unemployment (persons),"367,318.00",Persons
GBR,United Kingdom,London,2008,Unemployment of the metropolitan area as a share of national value (%),20.92,Percentage
GBR,United Kingdom,London,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.45,Tonnes
GBR,United Kingdom,London,2008,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),5.3,Percentage
GBR,United Kingdom,London,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),23.91,Percentage
GBR,United Kingdom,London,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.85,Tonnes
GBR,United Kingdom,London,2008,Population of the city area (persons),"9,174,745.00",Persons
GBR,United Kingdom,London,2008,Green area per million people (square meters per million person),37.88,Ratio
GBR,United Kingdom,London,2008,Labour productivity,"112,384.49",US Dollar
GBR,United Kingdom,London,2008,CO2 emissions of the metropolitan area as a share of national value (%),17.03,Percentage
GBR,United Kingdom,London,2008,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2008,Population density of the city area (persons per km2),"3,457.12",Ratio
GBR,United Kingdom,London,2009,Total population of the metropolitan area (persons),"11,650,153.00",Persons
GBR,United Kingdom,London,2009,Population density (persons per km2),"1,683.34",Ratio
GBR,United Kingdom,London,2009,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2009,GDP (millions US$),"600,451.30",US Dollar
GBR,United Kingdom,London,2009,GDP of the metropolitan area as a share of national value (%),27.14,Percentage
GBR,United Kingdom,London,2009,GDP per capita (US$),"51,540.21",US Dollar
GBR,United Kingdom,London,2009,Employment (persons),"5,564,873.00",Persons
GBR,United Kingdom,London,2009,Employment of the metropolitan area as a share of national value (%),19.15,Percentage
GBR,United Kingdom,London,2009,Unemployment (persons),"492,305.00",Persons
GBR,United Kingdom,London,2009,Unemployment of the metropolitan area as a share of national value (%),20.78,Percentage
GBR,United Kingdom,London,2009,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2009,Population of the city area (persons),"9,295,645.00",Persons
GBR,United Kingdom,London,2009,Green area per million people (square meters per million person),37.42,Ratio
GBR,United Kingdom,London,2009,Labour productivity,"107,900.27",US Dollar
GBR,United Kingdom,London,2009,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2009,Population density of the city area (persons per km2),"3,502.68",Ratio
GBR,United Kingdom,London,2010,Total population of the metropolitan area (persons),"11,793,530.00",Persons
GBR,United Kingdom,London,2010,Population density (persons per km2),"1,704.05",Ratio
GBR,United Kingdom,London,2010,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2010,GDP (millions US$),"616,069.81",US Dollar
GBR,United Kingdom,London,2010,GDP of the metropolitan area as a share of national value (%),27.33,Percentage
GBR,United Kingdom,London,2010,GDP per capita (US$),"52,237.95",US Dollar
GBR,United Kingdom,London,2010,Employment (persons),"5,598,552.00",Persons
GBR,United Kingdom,London,2010,Employment of the metropolitan area as a share of national value (%),19.22,Percentage
GBR,United Kingdom,London,2010,Unemployment (persons),"485,548.00",Persons
GBR,United Kingdom,London,2010,Unemployment of the metropolitan area as a share of national value (%),19.74,Percentage
GBR,United Kingdom,London,2010,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2010,Population of the city area (persons),"9,419,238.00",Persons
GBR,United Kingdom,London,2010,Green area per million people (square meters per million person),36.97,Ratio
GBR,United Kingdom,London,2010,Labour productivity,"110,040.92",US Dollar
GBR,United Kingdom,London,2010,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2010,Population density of the city area (persons per km2),"3,549.25",Ratio
GBR,United Kingdom,London,2011,Total population of the metropolitan area (persons),"11,940,176.00",Persons
GBR,United Kingdom,London,2011,Population density (persons per km2),"1,725.24",Ratio
GBR,United Kingdom,London,2011,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2011,GDP (millions US$),"640,859.93",US Dollar
GBR,United Kingdom,London,2011,GDP of the metropolitan area as a share of national value (%),27.96,Percentage
GBR,United Kingdom,London,2011,GDP per capita (US$),"53,672.57",US Dollar
GBR,United Kingdom,London,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,10.26,Micrograms per cubic metre
GBR,United Kingdom,London,2011,Employment (persons),"5,674,907.00",Persons
GBR,United Kingdom,London,2011,Employment of the metropolitan area as a share of national value (%),19.38,Percentage
GBR,United Kingdom,London,2011,Unemployment (persons),"526,994.00",Persons
GBR,United Kingdom,London,2011,Unemployment of the metropolitan area as a share of national value (%),20.59,Percentage
GBR,United Kingdom,London,2011,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2011,Population of the city area (persons),"9,545,591.00",Persons
GBR,United Kingdom,London,2011,Green area per million people (square meters per million person),36.51,Ratio
GBR,United Kingdom,London,2011,Labour productivity,"112,928.71",US Dollar
GBR,United Kingdom,London,2011,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2011,Population density of the city area (persons per km2),"3,596.86",Ratio
GBR,United Kingdom,London,2012,Total population of the metropolitan area (persons),"12,090,254.00",Persons
GBR,United Kingdom,London,2012,Population density (persons per km2),"1,746.93",Ratio
GBR,United Kingdom,London,2012,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2012,GDP (millions US$),"652,583.23",US Dollar
GBR,United Kingdom,London,2012,GDP of the metropolitan area as a share of national value (%),28.29,Percentage
GBR,United Kingdom,London,2012,GDP per capita (US$),"53,975.97",US Dollar
GBR,United Kingdom,London,2012,Employment (persons),"5,795,508.00",Persons
GBR,United Kingdom,London,2012,Employment of the metropolitan area as a share of national value (%),19.58,Percentage
GBR,United Kingdom,London,2012,Unemployment (persons),"520,797.00",Persons
GBR,United Kingdom,London,2012,Unemployment of the metropolitan area as a share of national value (%),20.55,Percentage
GBR,United Kingdom,London,2012,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2012,Population of the city area (persons),"9,674,819.00",Persons
GBR,United Kingdom,London,2012,Green area per million people (square meters per million person),36.06,Ratio
GBR,United Kingdom,London,2012,Labour productivity,"112,601.56",US Dollar
GBR,United Kingdom,London,2012,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2012,Population density of the city area (persons per km2),"3,645.55",Ratio
GBR,United Kingdom,London,2013,Total population of the metropolitan area (persons),"12,243,890.00",Persons
GBR,United Kingdom,London,2013,Population density (persons per km2),"1,769.13",Ratio
GBR,United Kingdom,London,2013,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2013,GDP (millions US$),"665,856.50",US Dollar
GBR,United Kingdom,London,2013,GDP of the metropolitan area as a share of national value (%),28.39,Percentage
GBR,United Kingdom,London,2013,GDP per capita (US$),"54,382.76",US Dollar
GBR,United Kingdom,London,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,11.5,Micrograms per cubic metre
GBR,United Kingdom,London,2013,Employment (persons),"5,935,870.00",Persons
GBR,United Kingdom,London,2013,Employment of the metropolitan area as a share of national value (%),19.82,Percentage
GBR,United Kingdom,London,2013,Unemployment (persons),"504,189.00",Persons
GBR,United Kingdom,London,2013,Unemployment of the metropolitan area as a share of national value (%),20.66,Percentage
GBR,United Kingdom,London,2013,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2013,Population of the city area (persons),"9,807,029.00",Persons
GBR,United Kingdom,London,2013,Green area per million people (square meters per million person),35.61,Ratio
GBR,United Kingdom,London,2013,Labour productivity,"112,175.05",US Dollar
GBR,United Kingdom,London,2013,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2013,Population density of the city area (persons per km2),"3,695.37",Ratio
GBR,United Kingdom,London,2014,Total population of the metropolitan area (persons),"12,401,188.00",Persons
GBR,United Kingdom,London,2014,Population density (persons per km2),"1,791.85",Ratio
GBR,United Kingdom,London,2014,Total land area (km2),"6,920.87",Square kilometres
GBR,United Kingdom,London,2014,Employment (persons),"6,090,107.00",Persons
GBR,United Kingdom,London,2014,Employment of the metropolitan area as a share of national value (%),19.88,Percentage
GBR,United Kingdom,London,2014,Unemployment (persons),"421,835.00",Persons
GBR,United Kingdom,London,2014,Unemployment of the metropolitan area as a share of national value (%),21.14,Percentage
GBR,United Kingdom,London,2014,Metropolitan land share of national value (%),2.85,Percentage
GBR,United Kingdom,London,2014,Population of the city area (persons),"9,942,283.00",Persons
GBR,United Kingdom,London,2014,Green area per million people (square meters per million person),35.16,Ratio
GBR,United Kingdom,London,2014,Total land area of the city (km2),"2,653.87",Square kilometres
GBR,United Kingdom,London,2014,Population density of the city area (persons per km2),"3,746.33",Ratio
ESP,Spain,Madrid,2008,Total population of the metropolitan area (persons),"6,259,099.00",Persons
ESP,Spain,Madrid,2008,Population density (persons per km2),542.49,Ratio
ESP,Spain,Madrid,2008,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2008,GDP (millions US$),"287,968.10",US Dollar
ESP,Spain,Madrid,2008,GDP of the metropolitan area as a share of national value (%),18.43,Percentage
ESP,Spain,Madrid,2008,GDP per capita (US$),"46,007.92",US Dollar
ESP,Spain,Madrid,2008,CO2 emissions per capita  (tonnes per inhabitant),7.14,Tonnes
ESP,Spain,Madrid,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,10.35,Micrograms per cubic metre
ESP,Spain,Madrid,2008,Employment (persons),"3,142,046.00",Persons
ESP,Spain,Madrid,2008,Employment of the metropolitan area as a share of national value (%),15.35,Percentage
ESP,Spain,Madrid,2008,Unemployment (persons),"300,782.00",Persons
ESP,Spain,Madrid,2008,Unemployment of the metropolitan area as a share of national value (%),11.59,Percentage
ESP,Spain,Madrid,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.14,Tonnes
ESP,Spain,Madrid,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),19.9,Percentage
ESP,Spain,Madrid,2008,CO2 emissions per capita from transport (tonnes per inhabitant),3.08,Tonnes
ESP,Spain,Madrid,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),0.93,Percentage
ESP,Spain,Madrid,2008,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2008,Green area per million people (square meters per million person),27.4,Ratio
ESP,Spain,Madrid,2008,Population of the city area (persons),"4,922,914.00",Persons
ESP,Spain,Madrid,2008,CO2 emissions of the metropolitan area as a share of national value (%),14.15,Percentage
ESP,Spain,Madrid,2008,Labour productivity,"91,649.87",US Dollar
ESP,Spain,Madrid,2008,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2008,Population density of the city area (persons per km2),"3,962.61",Ratio
ESP,Spain,Madrid,2009,Total population of the metropolitan area (persons),"6,380,567.00",Persons
ESP,Spain,Madrid,2009,Population density (persons per km2),553.02,Ratio
ESP,Spain,Madrid,2009,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2009,GDP (millions US$),"283,776.26",US Dollar
ESP,Spain,Madrid,2009,GDP of the metropolitan area as a share of national value (%),18.84,Percentage
ESP,Spain,Madrid,2009,GDP per capita (US$),"44,475.09",US Dollar
ESP,Spain,Madrid,2009,Employment (persons),"2,995,394.00",Persons
ESP,Spain,Madrid,2009,Employment of the metropolitan area as a share of national value (%),15.68,Percentage
ESP,Spain,Madrid,2009,Unemployment (persons),"492,559.00",Persons
ESP,Spain,Madrid,2009,Unemployment of the metropolitan area as a share of national value (%),11.86,Percentage
ESP,Spain,Madrid,2009,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2009,Green area per million people (square meters per million person),26.88,Ratio
ESP,Spain,Madrid,2009,Population of the city area (persons),"4,977,518.00",Persons
ESP,Spain,Madrid,2009,Labour productivity,"94,737.54",US Dollar
ESP,Spain,Madrid,2009,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2009,Population density of the city area (persons per km2),"4,006.57",Ratio
ESP,Spain,Madrid,2010,Total population of the metropolitan area (persons),"6,507,502.00",Persons
ESP,Spain,Madrid,2010,Population density (persons per km2),564.02,Ratio
ESP,Spain,Madrid,2010,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2010,GDP (millions US$),"281,318.28",US Dollar
ESP,Spain,Madrid,2010,GDP of the metropolitan area as a share of national value (%),18.67,Percentage
ESP,Spain,Madrid,2010,GDP per capita (US$),"43,229.84",US Dollar
ESP,Spain,Madrid,2010,Employment (persons),"2,954,391.00",Persons
ESP,Spain,Madrid,2010,Employment of the metropolitan area as a share of national value (%),15.78,Percentage
ESP,Spain,Madrid,2010,Unemployment (persons),"570,246.00",Persons
ESP,Spain,Madrid,2010,Unemployment of the metropolitan area as a share of national value (%),12.29,Percentage
ESP,Spain,Madrid,2010,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2010,Green area per million people (square meters per million person),26.36,Ratio
ESP,Spain,Madrid,2010,Population of the city area (persons),"5,033,012.00",Persons
ESP,Spain,Madrid,2010,Labour productivity,"95,220.39",US Dollar
ESP,Spain,Madrid,2010,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2010,Population density of the city area (persons per km2),"4,051.24",Ratio
ESP,Spain,Madrid,2011,Total population of the metropolitan area (persons),"6,640,335.00",Persons
ESP,Spain,Madrid,2011,Population density (persons per km2),575.54,Ratio
ESP,Spain,Madrid,2011,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2011,GDP (millions US$),"282,881.86",US Dollar
ESP,Spain,Madrid,2011,GDP of the metropolitan area as a share of national value (%),18.89,Percentage
ESP,Spain,Madrid,2011,GDP per capita (US$),"42,600.54",US Dollar
ESP,Spain,Madrid,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,10.86,Micrograms per cubic metre
ESP,Spain,Madrid,2011,Employment (persons),"2,900,189.00",Persons
ESP,Spain,Madrid,2011,Employment of the metropolitan area as a share of national value (%),15.74,Percentage
ESP,Spain,Madrid,2011,Unemployment (persons),"589,150.00",Persons
ESP,Spain,Madrid,2011,Unemployment of the metropolitan area as a share of national value (%),11.75,Percentage
ESP,Spain,Madrid,2011,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2011,Green area per million people (square meters per million person),25.83,Ratio
ESP,Spain,Madrid,2011,Population of the city area (persons),"5,089,414.00",Persons
ESP,Spain,Madrid,2011,Labour productivity,"97,539.11",US Dollar
ESP,Spain,Madrid,2011,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2011,Population density of the city area (persons per km2),"4,096.64",Ratio
ESP,Spain,Madrid,2012,Total population of the metropolitan area (persons),"6,779,528.00",Persons
ESP,Spain,Madrid,2012,Population density (persons per km2),587.6,Ratio
ESP,Spain,Madrid,2012,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2012,GDP (millions US$),"281,713.66",US Dollar
ESP,Spain,Madrid,2012,GDP of the metropolitan area as a share of national value (%),19.21,Percentage
ESP,Spain,Madrid,2012,GDP per capita (US$),"41,553.58",US Dollar
ESP,Spain,Madrid,2012,Employment (persons),"2,825,041.00",Persons
ESP,Spain,Madrid,2012,Employment of the metropolitan area as a share of national value (%),16.02,Percentage
ESP,Spain,Madrid,2012,Unemployment (persons),"672,058.00",Persons
ESP,Spain,Madrid,2012,Unemployment of the metropolitan area as a share of national value (%),11.57,Percentage
ESP,Spain,Madrid,2012,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2012,Green area per million people (square meters per million person),25.3,Ratio
ESP,Spain,Madrid,2012,Population of the city area (persons),"5,146,746.00",Persons
ESP,Spain,Madrid,2012,Labour productivity,"99,720.20",US Dollar
ESP,Spain,Madrid,2012,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2012,Population density of the city area (persons per km2),"4,142.78",Ratio
ESP,Spain,Madrid,2013,Total population of the metropolitan area (persons),"6,925,615.00",Persons
ESP,Spain,Madrid,2013,Population density (persons per km2),600.26,Ratio
ESP,Spain,Madrid,2013,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,8.3,Micrograms per cubic metre
ESP,Spain,Madrid,2013,Employment (persons),"2,804,364.00",Persons
ESP,Spain,Madrid,2013,Employment of the metropolitan area as a share of national value (%),16.36,Percentage
ESP,Spain,Madrid,2013,Unemployment (persons),"704,305.00",Persons
ESP,Spain,Madrid,2013,Unemployment of the metropolitan area as a share of national value (%),11.64,Percentage
ESP,Spain,Madrid,2013,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2013,Green area per million people (square meters per million person),24.76,Ratio
ESP,Spain,Madrid,2013,Population of the city area (persons),"5,205,036.00",Persons
ESP,Spain,Madrid,2013,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2013,Population density of the city area (persons per km2),"4,189.70",Ratio
ESP,Spain,Madrid,2014,Total population of the metropolitan area (persons),"7,079,173.00",Persons
ESP,Spain,Madrid,2014,Population density (persons per km2),613.57,Ratio
ESP,Spain,Madrid,2014,Total land area (km2),"11,537.63",Square kilometres
ESP,Spain,Madrid,2014,Employment (persons),"2,804,771.00",Persons
ESP,Spain,Madrid,2014,Employment of the metropolitan area as a share of national value (%),16.17,Percentage
ESP,Spain,Madrid,2014,Unemployment (persons),"658,874.00",Persons
ESP,Spain,Madrid,2014,Unemployment of the metropolitan area as a share of national value (%),11.74,Percentage
ESP,Spain,Madrid,2014,Metropolitan land share of national value (%),2.3,Percentage
ESP,Spain,Madrid,2014,Green area per million people (square meters per million person),24.23,Ratio
ESP,Spain,Madrid,2014,Population of the city area (persons),"5,264,307.00",Persons
ESP,Spain,Madrid,2014,Total land area of the city (km2),"1,242.34",Square kilometres
ESP,Spain,Madrid,2014,Population density of the city area (persons per km2),"4,237.41",Ratio
NOR,Norway,Oslo,2008,Total population of the metropolitan area (persons),"1,189,595.00",Persons
NOR,Norway,Oslo,2008,Population density (persons per km2),167.57,Ratio
NOR,Norway,Oslo,2008,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2008,GDP (millions US$),"68,853.17",US Dollar
NOR,Norway,Oslo,2008,GDP of the metropolitan area as a share of national value (%),23.72,Percentage
NOR,Norway,Oslo,2008,GDP per capita (US$),"57,879.51",US Dollar
NOR,Norway,Oslo,2008,CO2 emissions per capita  (tonnes per inhabitant),14.61,Tonnes
NOR,Norway,Oslo,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,5.96,Micrograms per cubic metre
NOR,Norway,Oslo,2008,Employment (persons),"660,585.00",Persons
NOR,Norway,Oslo,2008,Employment of the metropolitan area as a share of national value (%),26.28,Percentage
NOR,Norway,Oslo,2008,Unemployment (persons),"10,950.00",Persons
NOR,Norway,Oslo,2008,Unemployment of the metropolitan area as a share of national value (%),16.64,Percentage
NOR,Norway,Oslo,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),26.98,Percentage
NOR,Norway,Oslo,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.06,Tonnes
NOR,Norway,Oslo,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.07,Tonnes
NOR,Norway,Oslo,2008,Metropolitan land share of national value (%),2.32,Percentage
NOR,Norway,Oslo,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),12.06,Percentage
NOR,Norway,Oslo,2008,Green area per million people (square meters per million person),316.5,Ratio
NOR,Norway,Oslo,2008,Population of the city area (persons),"573,782.00",Persons
NOR,Norway,Oslo,2008,CO2 emissions of the metropolitan area as a share of national value (%),44.8,Percentage
NOR,Norway,Oslo,2008,Labour productivity,"104,230.60",US Dollar
NOR,Norway,Oslo,2008,Population density of the city area (persons per km2),"1,264.12",Ratio
NOR,Norway,Oslo,2008,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2009,Total population of the metropolitan area (persons),"1,207,256.00",Persons
NOR,Norway,Oslo,2009,Population density (persons per km2),170.06,Ratio
NOR,Norway,Oslo,2009,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2009,GDP (millions US$),"74,097.36",US Dollar
NOR,Norway,Oslo,2009,GDP of the metropolitan area as a share of national value (%),25.94,Percentage
NOR,Norway,Oslo,2009,GDP per capita (US$),"61,376.68",US Dollar
NOR,Norway,Oslo,2009,Employment (persons),"656,082.00",Persons
NOR,Norway,Oslo,2009,Employment of the metropolitan area as a share of national value (%),26.25,Percentage
NOR,Norway,Oslo,2009,Unemployment (persons),"18,753.00",Persons
NOR,Norway,Oslo,2009,Unemployment of the metropolitan area as a share of national value (%),23.44,Percentage
NOR,Norway,Oslo,2009,Metropolitan land share of national value (%),2.32,Percentage
NOR,Norway,Oslo,2009,Green area per million people (square meters per million person),311.87,Ratio
NOR,Norway,Oslo,2009,Population of the city area (persons),"583,181.00",Persons
NOR,Norway,Oslo,2009,Labour productivity,"112,939.18",US Dollar
NOR,Norway,Oslo,2009,Population density of the city area (persons per km2),"1,284.82",Ratio
NOR,Norway,Oslo,2009,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2010,Total population of the metropolitan area (persons),"1,225,202.00",Persons
NOR,Norway,Oslo,2010,Population density (persons per km2),172.58,Ratio
NOR,Norway,Oslo,2010,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2010,GDP (millions US$),"74,261.22",US Dollar
NOR,Norway,Oslo,2010,GDP of the metropolitan area as a share of national value (%),25.84,Percentage
NOR,Norway,Oslo,2010,GDP per capita (US$),"60,611.41",US Dollar
NOR,Norway,Oslo,2010,Employment (persons),"659,591.00",Persons
NOR,Norway,Oslo,2010,Employment of the metropolitan area as a share of national value (%),26.38,Percentage
NOR,Norway,Oslo,2010,Unemployment (persons),"21,148.00",Persons
NOR,Norway,Oslo,2010,Unemployment of the metropolitan area as a share of national value (%),23.16,Percentage
NOR,Norway,Oslo,2010,Metropolitan land share of national value (%),2.32,Percentage
NOR,Norway,Oslo,2010,Green area per million people (square meters per million person),307.31,Ratio
NOR,Norway,Oslo,2010,Population of the city area (persons),"592,735.00",Persons
NOR,Norway,Oslo,2010,Labour productivity,"112,586.77",US Dollar
NOR,Norway,Oslo,2010,Population density of the city area (persons per km2),"1,305.87",Ratio
NOR,Norway,Oslo,2010,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2011,Total population of the metropolitan area (persons),"1,243,442.00",Persons
NOR,Norway,Oslo,2011,Population density (persons per km2),175.15,Ratio
NOR,Norway,Oslo,2011,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2011,GDP (millions US$),"72,378.83",US Dollar
NOR,Norway,Oslo,2011,GDP of the metropolitan area as a share of national value (%),24.95,Percentage
NOR,Norway,Oslo,2011,GDP per capita (US$),"58,208.45",US Dollar
NOR,Norway,Oslo,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,5.84,Micrograms per cubic metre
NOR,Norway,Oslo,2011,Employment (persons),"675,234.00",Persons
NOR,Norway,Oslo,2011,Employment of the metropolitan area as a share of national value (%),26.63,Percentage
NOR,Norway,Oslo,2011,Unemployment (persons),"19,180.00",Persons
NOR,Norway,Oslo,2011,Unemployment of the metropolitan area as a share of national value (%),22.78,Percentage
NOR,Norway,Oslo,2011,Metropolitan land share of national value (%),2.32,Percentage
NOR,Norway,Oslo,2011,Green area per million people (square meters per million person),302.8,Ratio
NOR,Norway,Oslo,2011,Population of the city area (persons),"602,445.00",Persons
NOR,Norway,Oslo,2011,Labour productivity,"107,190.73",US Dollar
NOR,Norway,Oslo,2011,Population density of the city area (persons per km2),"1,327.26",Ratio
NOR,Norway,Oslo,2011,Total land area of the city (km2),453.9,Square kilometres
NOR,Norway,Oslo,2012,Total population of the metropolitan area (persons),"1,261,977.00",Persons
NOR,Norway,Oslo,2012,Population density (persons per km2),177.76,Ratio
NOR,Norway,Oslo,2012,Total land area (km2),"7,099.16",Square kilometres
NOR,Norway,Oslo,2012,GDP (millions US$),"75,594.56",US Dollar
NOR,Norway,Oslo,2012,GDP of the metropolitan area as a share of national value (%),25.36,Percentage
NOR,Norway,Oslo,2012,GDP per capita (US$),"59,901.69",US Dollar
NOR,Norway,Oslo,2012,Employment (persons),"690,099.00",Persons
