countrycode,country,city,year,subject,value
LUX,Luxembourg,Luxembourg,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2010,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2011,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2011,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2011,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2011,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2012,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2012,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2012,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2013,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2013,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2013,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2014,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2014,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2014,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2015,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2015,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2015,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2016,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2016,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2016,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2017,Number of children 0-4 in day care or school,-
LUX,Luxembourg,Luxembourg,2017,"Share of early leavers from education and training, total -%",-
LUX,Luxembourg,Luxembourg,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LUX,Luxembourg,Luxembourg,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LUX,Luxembourg,Luxembourg,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LUX,Luxembourg,Luxembourg,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LUX,Luxembourg,Luxembourg,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LUX,Luxembourg,Luxembourg,2017,Share of students in higher education in the total population (per 1000 persons),-
LUX,Luxembourg,Luxembourg,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
LUX,Luxembourg,Luxembourg,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2008,Number of children 0-4 in day care or school,"119,081"
ESP,Spain,Madrid,2008,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","178,181"
ESP,Spain,Madrid,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,793.8
ESP,Spain,Madrid,2008,Share of students in higher education in the total population (per 1000 persons),55
ESP,Spain,Madrid,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2009,Number of children 0-4 in day care or school,-
ESP,Spain,Madrid,2009,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","177,907"
ESP,Spain,Madrid,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
ESP,Spain,Madrid,2009,Share of students in higher education in the total population (per 1000 persons),55
ESP,Spain,Madrid,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2010,Number of children 0-4 in day care or school,"93,061"
ESP,Spain,Madrid,2010,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,572.5
ESP,Spain,Madrid,2010,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2011,Number of children 0-4 in day care or school,"97,435"
ESP,Spain,Madrid,2011,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","518,051"
ESP,Spain,Madrid,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"432,262"
ESP,Spain,Madrid,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","900,149"
ESP,Spain,Madrid,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.2
ESP,Spain,Madrid,2011,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2011,Proportion of working age population qualified at level 3 or 4 ISCED,23.3
ESP,Spain,Madrid,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",48.6
ESP,Spain,Madrid,2012,Number of children 0-4 in day care or school,"99,037"
ESP,Spain,Madrid,2012,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,611.9
ESP,Spain,Madrid,2012,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2013,Number of children 0-4 in day care or school,"98,460"
ESP,Spain,Madrid,2013,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,619.9
ESP,Spain,Madrid,2013,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2014,Number of children 0-4 in day care or school,"92,204"
ESP,Spain,Madrid,2014,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.6
ESP,Spain,Madrid,2014,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2015,Number of children 0-4 in day care or school,-
ESP,Spain,Madrid,2015,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","215,809"
ESP,Spain,Madrid,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
ESP,Spain,Madrid,2015,Share of students in higher education in the total population (per 1000 persons),69
ESP,Spain,Madrid,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2016,Number of children 0-4 in day care or school,"93,910"
ESP,Spain,Madrid,2016,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","221,824"
ESP,Spain,Madrid,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,641.4
ESP,Spain,Madrid,2016,Share of students in higher education in the total population (per 1000 persons),70
ESP,Spain,Madrid,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
ESP,Spain,Madrid,2017,Number of children 0-4 in day care or school,-
ESP,Spain,Madrid,2017,"Share of early leavers from education and training, total -%",-
ESP,Spain,Madrid,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
ESP,Spain,Madrid,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
ESP,Spain,Madrid,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
ESP,Spain,Madrid,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
ESP,Spain,Madrid,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
ESP,Spain,Madrid,2017,Share of students in higher education in the total population (per 1000 persons),-
ESP,Spain,Madrid,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
ESP,Spain,Madrid,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2008,Number of children 0-4 in day care or school,"24,815"
NOR,Norway,Oslo,2008,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","39,043"
NOR,Norway,Oslo,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","79,535"
NOR,Norway,Oslo,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"114,378"
NOR,Norway,Oslo,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","164,793"
NOR,Norway,Oslo,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,629.6
NOR,Norway,Oslo,2008,Share of students in higher education in the total population (per 1000 persons),70
NOR,Norway,Oslo,2008,Proportion of working age population qualified at level 3 or 4 ISCED,34.3
NOR,Norway,Oslo,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",49.4
NOR,Norway,Oslo,2009,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2009,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2009,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2010,Number of children 0-4 in day care or school,"27,828"
NOR,Norway,Oslo,2010,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","43,461"
NOR,Norway,Oslo,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","58,021"
NOR,Norway,Oslo,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"97,284"
NOR,Norway,Oslo,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","175,402"
NOR,Norway,Oslo,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,653.1
NOR,Norway,Oslo,2010,Share of students in higher education in the total population (per 1000 persons),74
NOR,Norway,Oslo,2010,Proportion of working age population qualified at level 3 or 4 ISCED,28
NOR,Norway,Oslo,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",50.5
NOR,Norway,Oslo,2011,Number of children 0-4 in day care or school,"28,564"
NOR,Norway,Oslo,2011,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","45,885"
NOR,Norway,Oslo,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","58,723"
NOR,Norway,Oslo,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"96,388"
NOR,Norway,Oslo,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","181,947"
NOR,Norway,Oslo,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,657.4
NOR,Norway,Oslo,2011,Share of students in higher education in the total population (per 1000 persons),77
NOR,Norway,Oslo,2011,Proportion of working age population qualified at level 3 or 4 ISCED,27.3
NOR,Norway,Oslo,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",51.5
NOR,Norway,Oslo,2012,Number of children 0-4 in day care or school,"28,749"
NOR,Norway,Oslo,2012,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","46,594"
NOR,Norway,Oslo,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","59,328"
NOR,Norway,Oslo,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"95,586"
NOR,Norway,Oslo,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","187,510"
NOR,Norway,Oslo,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2012,Share of students in higher education in the total population (per 1000 persons),76
NOR,Norway,Oslo,2012,Proportion of working age population qualified at level 3 or 4 ISCED,26.5
NOR,Norway,Oslo,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",52
NOR,Norway,Oslo,2013,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2013,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2013,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2014,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2014,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2014,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2015,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2015,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2015,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2016,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2016,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2016,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
NOR,Norway,Oslo,2017,Number of children 0-4 in day care or school,-
NOR,Norway,Oslo,2017,"Share of early leavers from education and training, total -%",-
NOR,Norway,Oslo,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
NOR,Norway,Oslo,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
NOR,Norway,Oslo,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
NOR,Norway,Oslo,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
NOR,Norway,Oslo,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
NOR,Norway,Oslo,2017,Share of students in higher education in the total population (per 1000 persons),-
NOR,Norway,Oslo,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
NOR,Norway,Oslo,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2008,Number of children 0-4 in day care or school,-
FRA,France,Paris,2008,"Share of early leavers from education and training, total -%",-
FRA,France,Paris,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FRA,France,Paris,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FRA,France,Paris,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FRA,France,Paris,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FRA,France,Paris,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FRA,France,Paris,2008,Share of students in higher education in the total population (per 1000 persons),-
FRA,France,Paris,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
FRA,France,Paris,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FRA,France,Paris,2009,Number of children 0-4 in day care or school,-
